Idade,Classe Trabalhadora,Educacao,Num Educacao,Ocupacao,Ganho de Capital,Perda de Capital,Horas por Semana,Renda
48, Self-emp-not-inc, Doctorate,16, Prof-specialty,0,1902,60, >50K
37, Private, Some-college,10, Sales,0,0,48, >50K
48, Private, Assoc-acdm,12, Exec-managerial,0,0,40, <=50K
32, Federal-gov, HS-grad,9, Other-service,0,0,40, <=50K
76, Private, Masters,14, Exec-managerial,0,0,40, >50K
44, Private, Bachelors,13, Exec-managerial,15024,0,60, >50K
47, Self-emp-not-inc, Masters,14, Prof-specialty,0,0,50, <=50K
20, Private, Some-college,10, Tech-support,0,0,40, <=50K
29, Private, HS-grad,9, Craft-repair,0,0,40, <=50K
32, Self-emp-inc, HS-grad,9, Craft-repair,7688,0,40, >50K
30, Private, 11th,7, Handlers-cleaners,0,0,40, <=50K
31, Local-gov, HS-grad,9, Adm-clerical,0,0,40, <=50K
42, Private, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
24, Private, Bachelors,13, Sales,0,0,40, <=50K
38, Private, Prof-school,15, Prof-specialty,0,0,40, >50K
56, Self-emp-not-inc, HS-grad,9, Other-service,0,1887,50, >50K
28, Private, Some-college,10, Sales,4064,0,25, <=50K
36, Private, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
53, Private, 9th,5, Handlers-cleaners,0,0,50, <=50K
56, Self-emp-inc, Some-college,10, Sales,0,0,50, <=50K
49, Local-gov, Assoc-voc,11, Craft-repair,0,0,40, >50K
55, Private, Some-college,10, Sales,0,0,56, <=50K
22, Private, HS-grad,9, Craft-repair,0,0,41, <=50K
21, Private, Some-college,10, Other-service,0,0,40, <=50K
40, Private, Bachelors,13, Exec-managerial,0,0,60, <=50K
30, Private, Bachelors,13, Exec-managerial,0,0,40, <=50K
29, State-gov, Bachelors,13, Prof-specialty,0,0,50, >50K
19, Private, Some-college,10, Other-service,0,0,35, <=50K
47, Private, Bachelors,13, Exec-managerial,0,0,40, >50K
20, Private, Some-college,10, Adm-clerical,0,1719,28, <=50K
31, Private, Assoc-acdm,12, Adm-clerical,0,0,40, >50K
35, HS-grad, HS-grad,9,,0,0,40, <=50K
39, Private, Some-college,10, Craft-repair,0,0,40, <=50K
28, Private, Assoc-acdm,12, Sales,0,0,60, <=50K
24, Private, HS-grad,9, Other-service,0,1762,40, <=50K
38, Self-emp-not-inc, HS-grad,9, Craft-repair,4386,0,35, <=50K
37, Private, Bachelors,13, Sales,0,0,50, <=50K
46, Private, Assoc-acdm,12, Tech-support,0,0,36, <=50K
38, Federal-gov, Masters,14, Prof-specialty,0,0,40, >50K
43, Self-emp-not-inc, HS-grad,9, Craft-repair,0,0,60, <=50K
27, Private, Assoc-voc,11, Adm-clerical,0,0,35, <=50K
20, Private, Some-college,10, Sales,0,0,20, <=50K
49, Private, Some-college,10, Craft-repair,0,0,40, >50K
61, Self-emp-inc, HS-grad,9, Craft-repair,0,0,40, <=50K
27, Private, Some-college,10, Sales,0,0,40, <=50K
19, Private, Some-college,10, Other-service,0,0,30, <=50K
45, Private, Assoc-voc,11, Prof-specialty,0,1564,40, >50K
70, Private, Some-college,10, Tech-support,0,0,40, <=50K
31, Private, HS-grad,9, Transport-moving,0,0,30, <=50K
22, Private, Some-college,10, Other-service,0,0,24, <=50K
36, Private, HS-grad,9, Other-service,0,0,24, <=50K
64, Private, 11th,7, Craft-repair,0,2179,40, <=50K
43, HS-grad, Some-college,10,,0,0,40, <=50K
47, Local-gov, Some-college,10, Adm-clerical,0,0,38, <=50K
34, Private, HS-grad,9, Adm-clerical,0,0,40, <=50K
33, Private, Bachelors,13, Exec-managerial,0,0,40, <=50K
21, Private, HS-grad,9, Craft-repair,0,0,35, <=50K
52, HS-grad, HS-grad,9,,0,0,45, >50K
48, Private, HS-grad,9, Craft-repair,0,0,46, <=50K
23, Private, Bachelors,13, Handlers-cleaners,0,0,40, <=50K
71, Self-emp-not-inc, Some-college,10, Sales,0,1816,2, <=50K
29, Private, HS-grad,9, Craft-repair,0,0,60, <=50K
42, Private, Bachelors,13, Other-service,0,0,50, <=50K
68, HS-grad, 1st-4th,2,,0,0,20, <=50K
25, Private, HS-grad,9, Other-service,0,0,40, <=50K
44, Self-emp-inc, Masters,14, Exec-managerial,0,0,40, <=50K
28, Private, HS-grad,9, Exec-managerial,0,0,40, <=50K
45, Self-emp-not-inc, Masters,14, Sales,0,0,40, >50K
36, Private, Some-college,10, Other-service,0,0,40, <=50K
39, Federal-gov, Assoc-acdm,12, Exec-managerial,0,0,42, <=50K
46, State-gov, Masters,14, Protective-serv,0,0,40, <=50K
18, Private, 11th,7, Handlers-cleaners,0,0,16, <=50K
66, Local-gov, Assoc-voc,11, Prof-specialty,0,0,20, <=50K
27, Private, HS-grad,9, Other-service,0,1980,40, <=50K
28, State-gov, HS-grad,9, Protective-serv,0,0,40, <=50K
51, Private, Some-college,10, Sales,0,1977,40, >50K
27, Private, Bachelors,13, Craft-repair,0,0,50, <=50K
28, State-gov, Bachelors,13, Prof-specialty,0,0,40, >50K
27, Private, HS-grad,9, Sales,0,0,25, <=50K
21, Private, HS-grad,9, Craft-repair,0,0,40, <=50K
34, Private, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
18, Private, HS-grad,9, Other-service,0,0,12, <=50K
33, Private, Bachelors,13, Prof-specialty,0,0,65, <=50K
44, Local-gov, Some-college,10, Exec-managerial,0,0,38, >50K
43, Private, Some-college,10, Adm-clerical,0,0,40, <=50K
30, Private, Some-college,10, Craft-repair,0,0,45, <=50K
40, Private, 7th-8th,4, Machine-op-inspct,0,0,40, >50K
37, Federal-gov, Some-college,10, Adm-clerical,0,0,42, >50K
41, Self-emp-not-inc, Bachelors,13, Exec-managerial,0,0,40, <=50K
53, HS-grad, Bachelors,13,,0,0,50, <=50K
31, Private, Masters,14, Prof-specialty,0,0,50, <=50K
58, State-gov, Doctorate,16, Prof-specialty,0,0,1, >50K
38, Private, Some-college,10, Machine-op-inspct,0,0,28, <=50K
24, Private, Some-college,10, Machine-op-inspct,0,0,40, <=50K
41, Local-gov, Bachelors,13, Craft-repair,0,0,40, <=50K
47, Private, Some-college,10, Tech-support,0,0,45, <=50K
41, Federal-gov, Bachelors,13, Tech-support,0,0,24, <=50K
23, Private, 5th-6th,3, Transport-moving,0,0,40, <=50K
36, Private, Some-college,10, Craft-repair,0,0,40, <=50K
40, Federal-gov, Masters,14, Exec-managerial,14084,0,55, >50K
35, Private, Masters,14, Prof-specialty,7298,0,40, >50K
24, Self-emp-not-inc, HS-grad,9, Sales,0,0,40, <=50K
26, Private, Masters,14, Prof-specialty,0,1876,40, <=50K
19, HS-grad, HS-grad,9,,0,0,40, <=50K
51, Private, Bachelors,13, Exec-managerial,0,0,50, >50K
42, Local-gov, Some-college,10, Prof-specialty,0,1340,40, <=50K
37, State-gov, HS-grad,9, Adm-clerical,0,0,35, <=50K
18, Private, 11th,7, Sales,0,0,40, <=50K
36, Private, Bachelors,13, Other-service,7298,0,36, >50K
35, Private, HS-grad,9, Craft-repair,0,0,60, <=50K
58, Self-emp-inc, HS-grad,9, Sales,15024,0,35, >50K
17, Private, 11th,7, Sales,0,0,12, <=50K
44, Local-gov, HS-grad,9, Transport-moving,0,0,40, <=50K
37, Private, HS-grad,9, Craft-repair,0,0,40, >50K
35, Private, Some-college,10, Sales,0,0,40, <=50K
60, Private, HS-grad,9, Craft-repair,0,0,40, <=50K
54, Self-emp-inc, 7th-8th,4, Machine-op-inspct,0,0,40, >50K
37, Private, Bachelors,13, Exec-managerial,0,0,60, >50K
50, Private, Assoc-acdm,12, Sales,0,0,40, <=50K
38, Private, Bachelors,13, Sales,0,0,50, <=50K
45, Private, Bachelors,13, Prof-specialty,0,0,55, <=50K
25, Private, 10th,6, Craft-repair,0,0,40, <=50K
31, Private, Some-college,10, Handlers-cleaners,0,0,40, <=50K
64, HS-grad, 1st-4th,2,,0,0,40, <=50K
54, Private, HS-grad,9, Adm-clerical,0,0,20, <=50K
53, Local-gov, Preschool,1, Machine-op-inspct,0,0,35, <=50K
18, Private, HS-grad,9, Sales,0,0,40, <=50K
60, HS-grad, 10th,6,,0,0,10, <=50K
66, Self-emp-not-inc, HS-grad,9, Farming-fishing,1409,0,50, <=50K
75, Private, Assoc-voc,11, Adm-clerical,0,0,20, <=50K
65, Private, HS-grad,9, Adm-clerical,0,0,40, <=50K
35, Private, 11th,7, Transport-moving,3674,0,40, <=50K
41, Private, HS-grad,9, Sales,0,0,38, <=50K
25, Private, Some-college,10, Adm-clerical,0,0,42, <=50K
33, Private, Some-college,10, Craft-repair,0,0,40, <=50K
28, Private, Prof-school,15, Prof-specialty,0,0,55, >50K
59, State-gov, HS-grad,9, Other-service,0,0,40, <=50K
40, State-gov, Some-college,10, Adm-clerical,0,0,38, <=50K
41, Private, Bachelors,13, Exec-managerial,0,0,50, >50K
38, Local-gov, Masters,14, Exec-managerial,0,0,70, >50K
23, Private, HS-grad,9, Transport-moving,0,0,40, <=50K
40, Private, Bachelors,13, Prof-specialty,0,0,40, >50K
41, Self-emp-not-inc, HS-grad,9, Other-service,0,0,20, <=50K
24, State-gov, Assoc-acdm,12, Protective-serv,0,0,50, <=50K
20, HS-grad, Some-college,10,,0,0,20, <=50K
38, Private, Some-college,10, Craft-repair,0,1741,40, <=50K
56, Private, HS-grad,9, Adm-clerical,0,0,35, <=50K
58, Private, HS-grad,9, Adm-clerical,0,0,45, >50K
32, Private, HS-grad,9, Other-service,0,0,34, <=50K
40, Private, Assoc-acdm,12, Tech-support,0,1977,60, >50K
45, Private, HS-grad,9, Adm-clerical,0,0,40, <=50K
41, Private, Prof-school,15, Prof-specialty,0,0,40, >50K
42, Private, Bachelors,13, Adm-clerical,0,0,40, <=50K
59, Local-gov, 10th,6, Other-service,0,0,30, <=50K
19, Local-gov, Some-college,10, Adm-clerical,0,0,40, <=50K
58, Private, Some-college,10, Transport-moving,0,0,20, <=50K
42, Self-emp-not-inc, HS-grad,9, Farming-fishing,0,0,40, >50K
20, Private, HS-grad,9, Other-service,0,0,40, <=50K
32, Private, HS-grad,9, Other-service,0,0,30, <=50K
45, Private, Assoc-voc,11, Exec-managerial,0,0,45, <=50K
50, Private, 7th-8th,4, Craft-repair,0,0,40, <=50K
36, Private, Bachelors,13, Prof-specialty,0,0,40, <=50K
45, Private, HS-grad,9, Sales,0,0,60, <=50K
17, Private, 11th,7, Other-service,0,0,12, <=50K
59, Private, Some-college,10, Sales,4064,0,40, <=50K
26, Private, 11th,7, Craft-repair,0,0,40, <=50K
37, Self-emp-inc, Some-college,10, Exec-managerial,0,0,75, >50K
19, HS-grad, Some-college,10,,0,0,24, <=50K
64, Private, HS-grad,9, Exec-managerial,0,0,40, >50K
33, Private, Bachelors,13, Prof-specialty,0,0,45, <=50K
33, Private, HS-grad,9, Craft-repair,0,0,40, >50K
61, Private, HS-grad,9, Exec-managerial,0,0,40, >50K
17, Private, 9th,5, Other-service,1055,0,24, <=50K
27, Local-gov, Masters,14, Prof-specialty,0,0,35, <=50K
30, Private, HS-grad,9, Prof-specialty,0,0,40, <=50K
43, Private, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
44, Private, Some-college,10, Craft-repair,7298,0,40, >50K
35, Private, Some-college,10, Exec-managerial,0,0,40, <=50K
25, Private, Some-college,10, Tech-support,0,0,40, <=50K
24, Private, Some-college,10, Machine-op-inspct,7298,0,48, >50K
22, Private, Bachelors,13, Prof-specialty,0,0,15, <=50K
42, Local-gov, Some-college,10, Craft-repair,5178,0,40, >50K
34, Private, Assoc-acdm,12, Sales,0,0,45, <=50K
60, Private, Bachelors,13, Prof-specialty,0,0,42, <=50K
21, Private, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
57, Federal-gov, Masters,14, Sales,15024,0,40, >50K
41, Private, Prof-school,15, Prof-specialty,0,0,60, >50K
50, Private, Some-college,10, Other-service,0,0,45, <=50K
25, Private, Bachelors,13, Exec-managerial,0,0,40, <=50K
36, Private, Bachelors,13, Prof-specialty,0,0,45, <=50K
31, Private, HS-grad,9, Prof-specialty,0,0,40, <=50K
29, Local-gov, Bachelors,13, Protective-serv,0,0,56, <=50K
21, Private, Some-college,10, Sales,0,0,45, <=50K
27, Private, Bachelors,13, Tech-support,0,0,40, <=50K
65, Private, HS-grad,9, Transport-moving,0,0,16, <=50K
37, Self-emp-inc, Bachelors,13, Sales,0,0,60, <=50K
39, HS-grad, Masters,14,,3464,0,40, <=50K
24, Private, HS-grad,9, Craft-repair,0,0,40, <=50K
38, Private, HS-grad,9, Sales,0,0,80, <=50K
48, Private, Bachelors,13, Adm-clerical,7688,0,40, >50K
21, Private, Some-college,10, Other-service,0,0,25, <=50K
31, Private, HS-grad,9, Transport-moving,0,0,45, >50K
55, Private, HS-grad,9, Sales,4386,0,40, >50K
24, Private, Some-college,10, Adm-clerical,0,0,40, <=50K
43, Private, HS-grad,9, Adm-clerical,0,0,40, <=50K
26, Private, Assoc-acdm,12, Tech-support,0,0,45, <=50K
46, Private, Assoc-acdm,12, Prof-specialty,0,0,33, <=50K
35, Private, Assoc-acdm,12, Adm-clerical,0,0,40, >50K
41, Self-emp-inc, Some-college,10, Farming-fishing,0,0,54, >50K
26, Private, Bachelors,13, Sales,0,0,40, <=50K
34, Private, Masters,14, Exec-managerial,7298,0,35, >50K
19, HS-grad, Some-college,10,,0,0,25, <=50K
36, Self-emp-not-inc, Bachelors,13, Prof-specialty,0,0,40, >50K
22, Private, Some-college,10, Sales,0,0,15, <=50K
77, Self-emp-not-inc, Some-college,10, Sales,0,0,40, <=50K
22, Private, 5th-6th,3, Machine-op-inspct,0,0,40, <=50K
29, Private, Some-college,10, Tech-support,0,0,40, <=50K
62, Private, HS-grad,9, Other-service,0,0,24, <=50K
39, Self-emp-not-inc, HS-grad,9, Exec-managerial,0,0,40, <=50K
43, Private, Some-college,10, Craft-repair,0,1485,50, <=50K
35, Private, HS-grad,9, Transport-moving,0,0,45, <=50K
29, Private, 11th,7, Exec-managerial,0,0,40, <=50K
76, Self-emp-not-inc, Masters,14, Craft-repair,0,0,10, <=50K
63, Self-emp-not-inc, HS-grad,9, Farming-fishing,0,0,45, <=50K
23, HS-grad, Assoc-voc,11,,0,0,15, <=50K
43, Private, Some-college,10, Prof-specialty,0,1887,50, >50K
58, Self-emp-not-inc, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
66, Private, HS-grad,9, Transport-moving,2050,0,55, <=50K
41, Private, Some-college,10, Craft-repair,0,0,45, <=50K
26, Private, Bachelors,13, Adm-clerical,0,0,40, <=50K
47, Private, Assoc-voc,11, Other-service,0,0,40, <=50K
55, Local-gov, 10th,6, Adm-clerical,0,0,40, <=50K
53, Private, HS-grad,9, Transport-moving,0,0,40, <=50K
17, Private, 5th-6th,3, Other-service,0,0,48, <=50K
30, Private, HS-grad,9, Craft-repair,0,0,40, <=50K
49, Private, Masters,14, Prof-specialty,0,0,60, <=50K
19, Private, HS-grad,9, Sales,0,0,30, <=50K
45, Private, HS-grad,9, Other-service,0,0,40, <=50K
26, Private, Assoc-acdm,12, Sales,0,0,40, <=50K
38, Private, Assoc-voc,11, Craft-repair,7298,0,40, >50K
36, State-gov, HS-grad,9, Protective-serv,7298,0,40, >50K
33, Private, HS-grad,9, Farming-fishing,0,0,20, <=50K
22, State-gov, Some-college,10, Protective-serv,0,0,40, <=50K
43, Self-emp-not-inc, Bachelors,13, Sales,0,0,42, <=50K
67, HS-grad, 11th,7,,0,0,8, <=50K
30, HS-grad, Assoc-voc,11,,0,0,40, <=50K
56, Private, Assoc-acdm,12, Other-service,0,0,25, <=50K
31, Private, Bachelors,13, Prof-specialty,0,0,25, <=50K
33, Private, Bachelors,13, Exec-managerial,0,0,40, >50K
26, Private, HS-grad,9, Other-service,0,0,40, <=50K
46, Local-gov, 11th,7, Transport-moving,0,0,30, <=50K
59, HS-grad, Bachelors,13,,0,0,40, >50K
38, Federal-gov, HS-grad,9, Adm-clerical,0,0,40, >50K
65, Private, 11th,7, Other-service,0,0,40, <=50K
40, Private, Assoc-voc,11, Tech-support,0,0,40, >50K
42, Private, HS-grad,9, Adm-clerical,0,0,35, <=50K
26, Self-emp-not-inc, 9th,5, Craft-repair,0,0,40, <=50K
36, Private, 10th,6, Other-service,0,0,24, <=50K
62, Private, Masters,14, Prof-specialty,0,0,40, >50K
43, Private, Bachelors,13, Transport-moving,0,0,45, <=50K
43, Private, Bachelors,13, Exec-managerial,0,1564,45, >50K
22, Private, HS-grad,9, Sales,0,0,55, <=50K
28, Private, HS-grad,9, Craft-repair,0,0,40, <=50K
56, Self-emp-not-inc, Some-college,10, Sales,0,0,45, <=50K
22, Private, Assoc-acdm,12, Sales,0,0,15, <=50K
57, Private, Bachelors,13, Exec-managerial,0,0,45, >50K
39, Private, HS-grad,9, Sales,0,0,40, <=50K
26, Federal-gov, Some-college,10, Adm-clerical,0,0,15, <=50K
17, Private, 11th,7, Other-service,0,0,10, <=50K
40, State-gov, Assoc-voc,11, Machine-op-inspct,0,0,38, >50K
45, Private, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
44, Private, HS-grad,9, Craft-repair,0,0,40, <=50K
20, Local-gov, Some-college,10, Adm-clerical,0,0,10, <=50K
33, Private, HS-grad,9, Craft-repair,0,0,40, <=50K
23, Private, Some-college,10, Sales,0,0,40, <=50K
46, Self-emp-not-inc, Masters,14, Exec-managerial,0,0,30, <=50K
38, Private, HS-grad,9, Sales,0,0,50, <=50K
54, Private, HS-grad,9, Transport-moving,0,0,40, <=50K
46, Private, 5th-6th,3, Craft-repair,0,2339,45, <=50K
25, Private, Some-college,10, Craft-repair,0,0,40, <=50K
46, Private, Some-college,10, Sales,0,0,40, <=50K
36, Local-gov, Some-college,10, Transport-moving,0,0,40, <=50K
23, Private, HS-grad,9, Other-service,0,0,25, <=50K
29, Private, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
44, Private, Some-college,10, Adm-clerical,0,2415,6, >50K
19, Private, Some-college,10, Adm-clerical,0,0,16, <=50K
19, Private, HS-grad,9, Other-service,0,0,40, <=50K
35, Private, HS-grad,9, Other-service,0,0,40, >50K
46, Self-emp-not-inc, Assoc-acdm,12, Craft-repair,0,0,40, <=50K
34, State-gov, Bachelors,13, Exec-managerial,7688,0,45, >50K
34, Private, HS-grad,9, Other-service,0,0,35, <=50K
44, Private, Some-college,10, Tech-support,0,0,40, <=50K
45, Private, Some-college,10, Handlers-cleaners,0,0,40, <=50K
20, HS-grad, HS-grad,9,,0,0,35, <=50K
25, Private, Bachelors,13, Exec-managerial,0,0,55, >50K
52, Self-emp-inc, Bachelors,13, Exec-managerial,0,0,50, >50K
20, Private, Some-college,10, Handlers-cleaners,0,0,40, <=50K
28, Private, Some-college,10, Other-service,0,0,40, <=50K
50, State-gov, Bachelors,13, Protective-serv,0,0,40, >50K
34, Private, Assoc-voc,11, Tech-support,0,0,64, <=50K
28, Private, 7th-8th,4, Handlers-cleaners,0,2179,40, <=50K
41, Private, Masters,14, Exec-managerial,0,1977,65, >50K
28, Private, HS-grad,9, Adm-clerical,0,0,40, <=50K
46, Self-emp-not-inc, HS-grad,9, Craft-repair,0,0,25, <=50K
28, HS-grad, Some-college,10,,0,1887,40, >50K
32, Private, Some-college,10, Exec-managerial,0,0,50, <=50K
41, Local-gov, Some-college,10, Other-service,0,0,24, <=50K
24, Private, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
33, Private, Some-college,10, Exec-managerial,0,0,40, <=50K
46, Private, Doctorate,16, Exec-managerial,15024,0,60, >50K
31, State-gov, Some-college,10, Machine-op-inspct,0,0,40, <=50K
35, Private, 12th,8, Craft-repair,0,0,50, >50K
52, Private, 1st-4th,2, Machine-op-inspct,0,0,40, <=50K
30, Private, 11th,7, Other-service,0,0,19, <=50K
34, Local-gov, 11th,7, Machine-op-inspct,0,0,40, <=50K
34, State-gov, HS-grad,9, Transport-moving,0,0,40, <=50K
20, Private, Some-college,10, Sales,0,0,30, <=50K
17, Private, 11th,7, Handlers-cleaners,2176,0,18, <=50K
32, State-gov, Bachelors,13, Exec-managerial,0,0,40, >50K
29, Private, HS-grad,9, Farming-fishing,0,0,40, <=50K
33, Private, 10th,6, Craft-repair,0,0,35, <=50K
25, Private, HS-grad,9, Transport-moving,0,0,60, <=50K
36, Federal-gov, Masters,14, Prof-specialty,0,1408,40, <=50K
23, Private, HS-grad,9, Handlers-cleaners,0,0,72, <=50K
63, Self-emp-inc, HS-grad,9, Exec-managerial,0,0,40, >50K
47, Local-gov, Masters,14, Prof-specialty,0,0,40, <=50K
80, HS-grad, HS-grad,9,,0,0,24, <=50K
17, HS-grad, 11th,7,,0,0,40, <=50K
40, Self-emp-not-inc, Bachelors,13, Prof-specialty,2174,0,40, <=50K
30, Private, Assoc-acdm,12, Other-service,0,0,25, >50K
27, Private, Some-college,10, Craft-repair,0,1980,40, <=50K
33, Private, Masters,14, Prof-specialty,0,0,50, >50K
34, Local-gov, HS-grad,9, Farming-fishing,594,0,60, <=50K
34, Local-gov, Some-college,10, Protective-serv,0,0,40, <=50K
23, Private, Some-college,10, Adm-clerical,0,0,40, <=50K
42, Local-gov, Some-college,10, Adm-clerical,0,0,40, <=50K
29, Private, Bachelors,13, Prof-specialty,0,0,40, <=50K
45, Private, HS-grad,9, Adm-clerical,0,0,28, <=50K
24, Federal-gov, HS-grad,9, Armed-Forces,0,0,40, <=50K
44, Private, Some-college,10, Prof-specialty,0,0,40, >50K
27, Private, 9th,5, Craft-repair,0,0,40, <=50K
